
TABLESPACE           DATA_FILE                                          FILESYSTEM                  SIZE_MB                                                                                                                                                                                                 
-------------------- -------------------------------------------------- ------------------------- ---------                                                                                                                                                                                                 
** Script Output **  /swp/c1/prod/files/areafcp                         /dev/vg07/lvol5            61440000                                                                                                                                                                                                 
EDID_DATA            /ed09/oradata/EDOP/edid_data_92.dbf                /dev/vg_ps01/lvol3          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed09/oradata/EDOP/edid_data_93.dbf                /dev/vg_ps01/lvol3          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed09/oradata/EDOP/edid_data_94.dbf                /dev/vg_ps01/lvol3          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed09/oradata/EDOP/edid_data_95.dbf                /dev/vg_ps01/lvol3          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed09/oradata/EDOP/edid_data_96.dbf                /dev/vg_ps01/lvol3          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed10/oradata/EDOP/edid_data_100.DBF               /dev/vg_ps03/lvol1          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed10/oradata/EDOP/edid_data_101.DBF               /dev/vg_ps03/lvol1          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed10/oradata/EDOP/edid_data_102.DBF               /dev/vg_ps03/lvol1          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed10/oradata/EDOP/edid_data_103.DBF               /dev/vg_ps03/lvol1          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed10/oradata/EDOP/edid_data_104.DBF               /dev/vg_ps03/lvol1          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed10/oradata/EDOP/edid_data_105.dbf               /dev/vg_ps03/lvol1          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed10/oradata/EDOP/edid_data_106.dbf               /dev/vg_ps03/lvol1          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed10/oradata/EDOP/edid_data_120.dbf               /dev/vg_ps03/lvol1          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed10/oradata/EDOP/edid_data_159.dbf               /dev/vg_ps03/lvol1          1468.01                                                                                                                                                                                                 
EDID_DATA            /ed10/oradata/EDOP/edid_data_97.dbf                /dev/vg_ps03/lvol1          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed10/oradata/EDOP/edid_data_98.dbf                /dev/vg_ps03/lvol1          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed10/oradata/EDOP/edid_data_99.dbf                /dev/vg_ps03/lvol1          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed11/oradata/EDOP/edid_data_107.dbf               /dev/vg_ps03/lvol2          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed11/oradata/EDOP/edid_data_108.dbf               /dev/vg_ps03/lvol2          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed11/oradata/EDOP/edid_data_109.dbf               /dev/vg_ps03/lvol2          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed11/oradata/EDOP/edid_data_110.dbf               /dev/vg_ps03/lvol2          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed11/oradata/EDOP/edid_data_111.dbf               /dev/vg_ps03/lvol2          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed11/oradata/EDOP/edid_data_112.dbf               /dev/vg_ps03/lvol2          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed11/oradata/EDOP/edid_data_113.dbf               /dev/vg_ps03/lvol2          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed11/oradata/EDOP/edid_data_114.dbf               /dev/vg_ps03/lvol2          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed11/oradata/EDOP/edid_data_115.dbf               /dev/vg_ps03/lvol2          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed11/oradata/EDOP/edid_data_116.dbf               /dev/vg_ps03/lvol2          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed11/oradata/EDOP/edid_data_117.dbf               /dev/vg_ps03/lvol2          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed11/oradata/EDOP/edid_data_118.dbf               /dev/vg_ps03/lvol2          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed11/oradata/EDOP/edid_data_121.dbf               /dev/vg_ps03/lvol2          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed11/oradata/EDOP/edid_data_122.dbf               /dev/vg_ps03/lvol2          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed11/oradata/EDOP/edid_data_123.dbf               /dev/vg_ps03/lvol2          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed11/oradata/EDOP/edid_data_124.dbf               /dev/vg_ps03/lvol2          2097.15                                                                                                                                                                                                 
EDID_DATA            /ed11/oradata/EDOP/edid_data_125.dbf               /dev/vg_ps03/lvol2          1048.58                                                                                                                                                                                                 
EDID_DATA            /ed11/oradata/EDOP/edid_data_158.dbf               /dev/vg_ps03/lvol2          1468.01                                                                                                                                                                                                 
EDID_DATA            /ed12/oradata/EDOP/edid_data_126.dbf               /dev/vg_edop/lvol1          2516.58                                                                                                                                                                                                 
